Duration (in seconds),What is your age (# years)?,What is your gender? - Selected Choice,What is your gender? - Prefer to self-describe - Text,In which country do you currently reside?,What is the highest level of formal education that you have attained or plan to attain within the next 2 years?,Select the title most similar to your current role (or most recent title if retired): - Selected Choice,Select the title most similar to your current role (or most recent title if retired): - Other - Text,What is the size of the company where you are employed?,Approximately how many individuals are responsible for data science workloads at your place of business?,Does your current employer incorporate machine learning methods into their business?
177,35-39,Male,-1,Brazil,Bachelor’s degree,Business Analyst,-1,50-249 employees,20+,We are exploring ML methods (and may one day put a model into production)
123,18-21,Male,-1,India,Master’s degree,Student,-1,,,
145,40-44,Male,-1,United States of America,Master’s degree,Business Analyst,-1,"1000-9,999 employees",9-May,I do not know
482,60-69,Male,-1,United States of America,Master’s degree,Statistician,-1,"> 10,000 employees",20+,"We have well established ML methods (i.e., models in production for more than 2 years)"
11083,18-21,Male,-1,India,Bachelor’s degree,Student,-1,,,
116,18-21,Male,-1,India,,,-1,,,
70138,30-34,Male,-1,Tunisia,Doctoral degree,Research Scientist,-1,0-49 employees,2-Jan,We are exploring ML methods (and may one day put a model into production)
1397,35-39,Female,-1,Canada,Doctoral degree,Data Scientist,-1,250-999 employees,14-Oct,"We recently started using ML methods (i.e., models in production for less than 2 years)"
542,30-34,Male,-1,Canada,Master’s degree,Business Analyst,-1,"> 10,000 employees",15-19,We use ML methods for generating insights (but do not put working models into production)
993,45-49,Male,-1,Argentina,Some college/university study without earning a bachelor’s degree,Product/Project Manager,-1,250-999 employees,9-May,No (we do not use ML methods)
879,25-29,Male,-1,Taiwan,Master’s degree,Software Engineer,-1,"1000-9,999 employees",2-Jan,"We recently started using ML methods (i.e., models in production for less than 2 years)"
91,45-49,Male,-1,United Kingdom of Great Britain and Northern Ireland,Doctoral degree,Research Scientist,-1,0-49 employees,,
839,30-34,Male,-1,Denmark,Master’s degree,Data Scientist,-1,0-49 employees,9-May,"We have well established ML methods (i.e., models in production for more than 2 years)"
315,22-24,Male,-1,India,Master’s degree,Student,-1,,,
251,30-34,Male,-1,United States of America,Master’s degree,Data Analyst,-1,250-999 employees,4-Mar,We are exploring ML methods (and may one day put a model into production)
188,30-34,Male,-1,Italy,Bachelor’s degree,Business Analyst,-1,0-49 employees,0,No (we do not use ML methods)
432,22-24,Male,-1,Russia,Bachelor’s degree,Research Scientist,-1,"1000-9,999 employees",20+,"We have well established ML methods (i.e., models in production for more than 2 years)"
108,30-34,Male,-1,United States of America,Master’s degree,Product/Project Manager,-1,"> 10,000 employees",20+,I do not know
492,18-21,Male,-1,India,Master’s degree,Statistician,-1,0-49 employees,0,I do not know
690,40-44,Male,-1,Russia,Master’s degree,Software Engineer,-1,50-249 employees,4-Mar,We are exploring ML methods (and may one day put a model into production)
2328,22-24,Male,-1,China,Master’s degree,Other,-1,0-49 employees,4-Mar,I do not know
163,22-24,Male,-1,India,I prefer not to answer,Not employed,-1,,,
144,35-39,Male,-1,United States of America,Master’s degree,Data Analyst,-1,"1000-9,999 employees",20+,"We have well established ML methods (i.e., models in production for more than 2 years)"
521,45-49,Female,-1,United States of America,Master’s degree,Other,566,250-999 employees,9-May,I do not know
781,40-44,Female,-1,India,Master’s degree,Software Engineer,-1,50-249 employees,9-May,"We recently started using ML methods (i.e., models in production for less than 2 years)"
878,40-44,Male,-1,India,Doctoral degree,Other,567,50-249 employees,4-Mar,No (we do not use ML methods)
74,25-29,Male,-1,France,Professional degree,Research Scientist,-1,0-49 employees,2-Jan,
114,40-44,Male,-1,Other,Doctoral degree,Research Scientist,-1,0-49 employees,,
313,30-34,Male,-1,United Kingdom of Great Britain and Northern Ireland,Doctoral degree,Student,-1,,,
449,40-44,Male,-1,India,Bachelor’s degree,Software Engineer,-1,"1000-9,999 employees",20+,We are exploring ML methods (and may one day put a model into production)
116,25-29,Female,-1,Turkey,Bachelor’s degree,Data Scientist,-1,250-999 employees,2-Jan,"We recently started using ML methods (i.e., models in production for less than 2 years)"
1174,25-29,Male,-1,India,Bachelor’s degree,Software Engineer,-1,"> 10,000 employees",20+,"We have well established ML methods (i.e., models in production for more than 2 years)"
487,25-29,Male,-1,Brazil,Master’s degree,Student,-1,,,
930,25-29,Male,-1,Republic of Korea,Bachelor’s degree,Data Analyst,-1,0-49 employees,4-Mar,We use ML methods for generating insights (but do not put working models into production)
131,18-21,Male,-1,India,Bachelor’s degree,Student,-1,,,
491,35-39,Male,-1,Spain,Master’s degree,Data Scientist,-1,"1000-9,999 employees",20+,"We have well established ML methods (i.e., models in production for more than 2 years)"
605,18-21,Male,-1,Germany,No formal education past high school,Student,-1,,,
93,30-34,Male,-1,India,Master’s degree,Data Scientist,-1,,,
455,22-24,Male,-1,India,Bachelor’s degree,Data Scientist,-1,250-999 employees,2-Jan,No (we do not use ML methods)
838,45-49,Male,-1,Colombia,Master’s degree,Statistician,-1,250-999 employees,9-May,No (we do not use ML methods)
44025,60-69,Male,-1,Brazil,Master’s degree,Product/Project Manager,-1,250-999 employees,4-Mar,We are exploring ML methods (and may one day put a model into production)
488,18-21,Male,-1,Nigeria,Bachelor’s degree,Student,-1,,,
786,35-39,Male,-1,Switzerland,Doctoral degree,Data Scientist,-1,0-49 employees,4-Mar,We are exploring ML methods (and may one day put a model into production)
206,18-21,Male,-1,India,Some college/university study without earning a bachelor’s degree,Student,-1,,,
1447,25-29,Male,-1,Bangladesh,Master’s degree,Software Engineer,-1,"1000-9,999 employees",9-May,"We recently started using ML methods (i.e., models in production for less than 2 years)"
2009,45-49,Male,-1,United States of America,Bachelor’s degree,Other,568,250-999 employees,4-Mar,We are exploring ML methods (and may one day put a model into production)
524,70+,Male,-1,United States of America,Doctoral degree,Not employed,-1,,,
661,25-29,Male,-1,United States of America,No formal education past high school,Software Engineer,-1,50-249 employees,2-Jan,We use ML methods for generating insights (but do not put working models into production)
205,18-21,Male,-1,India,Master’s degree,Student,-1,,,
452,30-34,Male,-1,Mexico,Master’s degree,Research Scientist,-1,"> 10,000 employees",0,I do not know
304,70+,Male,-1,Australia,Master’s degree,Product/Project Manager,-1,0-49 employees,9-May,We use ML methods for generating insights (but do not put working models into production)
700,30-34,Male,-1,United States of America,Master’s degree,Data Scientist,-1,"1000-9,999 employees",20+,"We have well established ML methods (i.e., models in production for more than 2 years)"
1550,35-39,Male,-1,India,Master’s degree,Data Analyst,-1,"> 10,000 employees",20+,We are exploring ML methods (and may one day put a model into production)
290,35-39,Male,-1,Germany,Master’s degree,Data Scientist,-1,50-249 employees,2-Jan,"We recently started using ML methods (i.e., models in production for less than 2 years)"
689,30-34,Male,-1,United States of America,Master’s degree,Student,-1,,,
1260,25-29,Female,-1,Taiwan,Master’s degree,Data Analyst,-1,0-49 employees,4-Mar,I do not know
100,35-39,Prefer not to say,-1,Canada,Bachelor’s degree,Data Analyst,-1,0-49 employees,4-Mar,We are exploring ML methods (and may one day put a model into production)
279,50-54,Male,-1,Italy,Bachelor’s degree,Other,568,"> 10,000 employees",0,No (we do not use ML methods)
362,25-29,Male,-1,Bangladesh,Master’s degree,Other,-1,250-999 employees,0,No (we do not use ML methods)
172,30-34,Female,-1,Japan,Doctoral degree,Data Analyst,-1,250-999 employees,9-May,No (we do not use ML methods)
1319,35-39,Female,-1,United States of America,Bachelor’s degree,Not employed,-1,,,
544,18-21,Male,-1,Nigeria,Bachelor’s degree,Student,-1,,,
104,30-34,Male,-1,Japan,No formal education past high school,DBA/Database Engineer,-1,50-249 employees,4-Mar,"We recently started using ML methods (i.e., models in production for less than 2 years)"
760,25-29,Male,-1,United States of America,Bachelor’s degree,Data Analyst,-1,"1000-9,999 employees",4-Mar,We are exploring ML methods (and may one day put a model into production)
137,30-34,Female,-1,Pakistan,Doctoral degree,Not employed,-1,,,
860,18-21,Male,-1,India,Bachelor’s degree,Student,-1,,,
107,30-34,Male,-1,Austria,Doctoral degree,Research Scientist,-1,0-49 employees,2-Jan,We are exploring ML methods (and may one day put a model into production)
463,30-34,Male,-1,India,Master’s degree,Product/Project Manager,-1,"> 10,000 employees",20+,We are exploring ML methods (and may one day put a model into production)
352,50-54,Female,-1,Japan,Bachelor’s degree,Product/Project Manager,-1,0-49 employees,2-Jan,"We recently started using ML methods (i.e., models in production for less than 2 years)"
162,18-21,Female,-1,India,Bachelor’s degree,Software Engineer,-1,0-49 employees,0,
173,22-24,Male,-1,India,,,-1,,,
730,45-49,Male,-1,France,Master’s degree,Data Scientist,-1,0-49 employees,4-Mar,"We have well established ML methods (i.e., models in production for more than 2 years)"
512,35-39,Male,-1,United States of America,Doctoral degree,Research Scientist,-1,250-999 employees,20+,"We recently started using ML methods (i.e., models in production for less than 2 years)"
524,22-24,Male,-1,India,Bachelor’s degree,Business Analyst,-1,"> 10,000 employees",20+,No (we do not use ML methods)
563099,18-21,Female,-1,India,Bachelor’s degree,Data Analyst,-1,50-249 employees,4-Mar,I do not know
330,18-21,Female,-1,India,Bachelor’s degree,Student,-1,,,
535,25-29,Male,-1,Nigeria,Bachelor’s degree,Not employed,-1,,,
1114,60-69,Male,-1,United States of America,Doctoral degree,DBA/Database Engineer,-1,"1000-9,999 employees",15-19,"We recently started using ML methods (i.e., models in production for less than 2 years)"
334,30-34,Male,-1,Mexico,Master’s degree,Other,569,"1000-9,999 employees",20+,No (we do not use ML methods)
109,18-21,Female,-1,India,Master’s degree,Student,-1,,,
193,18-21,Male,-1,India,Some college/university study without earning a bachelor’s degree,Student,-1,,,
283,40-44,Female,-1,Taiwan,I prefer not to answer,Data Analyst,-1,"1000-9,999 employees",14-Oct,We are exploring ML methods (and may one day put a model into production)
929,25-29,Male,-1,Hong Kong (S.A.R.),Master’s degree,Data Scientist,-1,0-49 employees,4-Mar,"We recently started using ML methods (i.e., models in production for less than 2 years)"
631,30-34,Male,-1,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Data Scientist,-1,250-999 employees,20+,"We have well established ML methods (i.e., models in production for more than 2 years)"
170,25-29,Male,-1,France,Master’s degree,DBA/Database Engineer,-1,50-249 employees,0,No (we do not use ML methods)
329,22-24,Female,-1,India,Master’s degree,Software Engineer,-1,"> 10,000 employees",20+,We use ML methods for generating insights (but do not put working models into production)
1299,22-24,Male,-1,Hungary,Master’s degree,Other,570,0-49 employees,0,No (we do not use ML methods)
215,22-24,Male,-1,Russia,Bachelor’s degree,Not employed,-1,,,
1046,40-44,Male,-1,Chile,Master’s degree,Software Engineer,-1,"1000-9,999 employees",14-Oct,No (we do not use ML methods)
410,22-24,Male,-1,United States of America,Bachelor’s degree,Data Scientist,-1,0-49 employees,4-Mar,"We recently started using ML methods (i.e., models in production for less than 2 years)"
196,35-39,Male,-1,United States of America,Bachelor’s degree,Other,-1,0-49 employees,,
487,60-69,Male,-1,United Kingdom of Great Britain and Northern Ireland,I prefer not to answer,Other,571,0-49 employees,0,No (we do not use ML methods)
585348,22-24,Male,-1,United States of America,Master’s degree,Business Analyst,-1,"1000-9,999 employees",20+,"We recently started using ML methods (i.e., models in production for less than 2 years)"
63,18-21,Male,-1,India,Master’s degree,Student,-1,,,
122,40-44,Male,-1,Russia,Master’s degree,Data Analyst,-1,0-49 employees,2-Jan,
129,60-69,Male,-1,Japan,I prefer not to answer,Data Engineer,-1,0-49 employees,2-Jan,We are exploring ML methods (and may one day put a model into production)
871,25-29,Male,-1,India,Bachelor’s degree,Software Engineer,-1,0-49 employees,0,We are exploring ML methods (and may one day put a model into production)
959,30-34,Male,-1,India,Professional degree,Data Scientist,-1,50-249 employees,14-Oct,"We recently started using ML methods (i.e., models in production for less than 2 years)"
983,25-29,Female,-1,Brazil,Master’s degree,Other,34,250-999 employees,4-Mar,We are exploring ML methods (and may one day put a model into production)
75,22-24,Male,-1,Canada,Master’s degree,Student,-1,,,
335,18-21,Male,-1,Canada,Some college/university study without earning a bachelor’s degree,Student,-1,,,
453,30-34,Male,-1,Russia,Master’s degree,Research Scientist,-1,250-999 employees,2-Jan,"We recently started using ML methods (i.e., models in production for less than 2 years)"
503,25-29,Male,-1,India,Bachelor’s degree,Data Engineer,-1,250-999 employees,9-May,"We have well established ML methods (i.e., models in production for more than 2 years)"
518,22-24,Male,-1,Brazil,Master’s degree,Software Engineer,-1,50-249 employees,0,We are exploring ML methods (and may one day put a model into production)
145,18-21,Female,-1,India,Bachelor’s degree,Student,-1,,,
758,30-34,Female,-1,Romania,Master’s degree,Data Scientist,-1,"1000-9,999 employees",2-Jan,We use ML methods for generating insights (but do not put working models into production)
413,25-29,Male,-1,Brazil,Master’s degree,Data Analyst,-1,0-49 employees,0,No (we do not use ML methods)
